,Value
108047,3.0
108048,5.3
108049,5.6
108050,5.5
108051,4.0
108052,7.0
108053,11.0
108054,4.4
108055,4.9
108056,4.7
108057,3.0
108058,5.0
108059,8.0
108060,9.5
108061,10.9
108062,10.3
108063,1.0
108064,2.0
108065,3.0
108066,5.3
108067,5.8
108068,5.6
108069,4.0
108070,7.0
108071,11.0
108072,4.4
108073,4.8
108074,4.7
108075,3.0
108076,5.0
108077,8.0
108078,9.5
108079,12.8
108080,11.3
108081,1.0
108082,2.0
108083,3.0
108084,7.8
108085,7.1
108086,7.5
108087,323.0
108088,341.0
108089,664.0
108090,7.1
108091,6.3
108092,6.7
108093,243.0
108094,259.0
108095,502.0
108096,11.7
108097,11.7
108098,11.7
108099,80.0
108100,81.0
108101,162.0
108102,7.5
108103,6.8
108104,7.1
108105,308.0
108106,325.0
108107,633.0
108108,6.7
108109,6.1
108110,6.4
108111,231.0
108112,248.0
108113,479.0
108114,11.1
108115,11.0
108116,11.0
108117,77.0
108118,77.0
108119,154.0
108120,7.5
108121,6.8
108122,7.1
108123,308.0
108124,325.0
108125,633.0
108126,6.7
108127,6.1
108128,6.4
108129,231.0
108130,248.0
108131,479.0
108132,11.1
108133,11.0
108134,11.0
108135,77.0
108136,77.0
108137,154.0
108138,4.1
108139,4.8
108140,4.5
108141,52.0
108142,70.0
108143,122.0
108144,3.3
108145,3.9
108146,3.6
108147,37.0
108148,49.0
108149,86.0
108150,8.6
108151,11.0
108152,9.8
108153,16.0
108154,21.0
108155,36.0
108156,4.0
108157,4.6
108158,4.3
108159,51.0
108160,68.0
108161,119.0
108162,3.2
108163,3.7
108164,3.5
108165,36.0
108166,47.0
108167,83.0
108168,8.5
108169,10.6
108170,9.6
108171,16.0
108172,20.0
108173,36.0
108174,3.8
108175,4.4
108176,4.1
108177,49.0
108178,65.0
108179,114.0
108180,3.0
108181,3.5
108182,3.3
108183,34.0
108184,45.0
108185,79.0
108186,8.4
108187,10.5
108188,9.5
108189,16.0
108190,20.0
108191,36.0
108192,8.9
108193,8.7
108194,8.8
108195,691.0
108196,824.0
108197,1515.0
108198,7.7
108199,7.3
108200,7.5
108201,560.0
108202,630.0
108203,1190.0
108204,23.7
108205,23.7
108206,23.7
108207,131.0
108208,194.0
108209,326.0
108210,8.4
108211,7.8
108212,8.1
108213,658.0
108214,748.0
108215,1406.0
108216,7.3
108217,6.5
108218,6.9
108219,533.0
108220,570.0
108221,1103.0
108222,22.5
108223,21.6
108224,22.0
108225,125.0
108226,178.0
108227,303.0
108228,8.4
108229,7.8
108230,8.1
108231,658.0
108232,746.0
108233,1404.0
108234,7.3
108235,6.5
108236,6.9
108237,533.0
108238,570.0
108239,1103.0
108240,22.5
108241,21.4
108242,21.9
108243,125.0
108244,176.0
108245,301.0
108246,14.5
108247,13.3
108248,13.9
108249,366.0
108250,347.0
108251,713.0
108252,12.6
108253,12.0
108254,12.3
108255,295.0
108256,290.0
108257,586.0
108258,38.9
108259,30.1
108260,34.4
108261,71.0
108262,56.0
108263,127.0
108264,14.1
108265,12.8
108266,13.4
108267,356.0
108268,334.0
108269,690.0
108270,12.3
108271,11.5
108272,11.9
108273,287.0
108274,278.0
108275,565.0
108276,37.8
108277,29.2
108278,33.4
108279,69.0
108280,55.0
108281,124.0
108282,13.9
108283,12.9
108284,13.4
108285,351.0
108286,338.0
108287,688.0
108288,12.1
108289,11.6
108290,11.8
108291,282.0
108292,281.0
108293,564.0
108294,37.4
108295,29.8
108296,33.5
108297,68.0
108298,56.0
108299,125.0
108300,6.0
108301,8.4
108302,7.4
108303,232.0
108304,431.0
108305,663.0
108306,4.7
108307,7.0
108308,6.0
108309,167.0
108310,330.0
108311,497.0
108312,23.6
108313,25.4
108314,24.7
108315,63.0
108316,104.0
108317,167.0
108318,6.1
108319,7.8
108320,7.1
108321,241.0
108322,412.0
108323,653.0
108324,4.7
108325,6.5
108326,5.7
108327,173.0
108328,313.0
108329,486.0
108330,23.6
108331,23.7
108332,23.6
108333,68.0
108334,102.0
108335,170.0
108336,6.0
108337,7.6
108338,6.9
108339,239.0
108340,400.0
108341,639.0
108342,4.7
108343,6.3
108344,5.6
108345,172.0
108346,303.0
108347,475.0
108348,23.8
108349,22.6
108350,23.1
108351,67.0
108352,96.0
108353,163.0
108354,8.1
108355,8.6
108356,8.4
108357,200.0
108358,233.0
108359,433.0
108360,5.8
108361,6.5
108362,6.1
108363,124.0
108364,155.0
108365,279.0
108366,24.2
108367,25.3
108368,24.7
108369,76.0
108370,78.0
108371,154.0
108372,7.8
108373,7.9
108374,7.9
108375,195.0
108376,216.0
108377,411.0
108378,5.7
108379,6.0
108380,5.8
108381,122.0
108382,143.0
108383,265.0
108384,21.7
108385,22.4
108386,22.0
108387,72.0
108388,74.0
108389,146.0
108390,7.6
108391,7.8
108392,7.7
108393,188.0
108394,215.0
108395,403.0
108396,5.6
108397,5.8
108398,5.7
108399,121.0
108400,140.0
108401,261.0
108402,20.7
108403,22.6
108404,21.6
108405,67.0
108406,75.0
108407,142.0
108408,10.8
108409,9.0
108410,9.8
108411,48.0
108412,48.0
108413,97.0
108414,10.0
108415,8.3
108416,9.1
108417,42.0
108418,42.0
108419,84.0
108420,20.9
108421,17.9
108422,19.2
108423,6.0
108424,7.0
108425,13.0
108426,10.2
108427,8.3
108428,9.2
108429,46.0
108430,45.0
108431,91.0
108432,9.6
108433,7.6
108434,8.5
108435,41.0
108436,38.0
108437,79.0
108438,19.0
108439,16.4
108440,17.5
108441,6.0
108442,7.0
108443,12.0
108444,10.2
108445,8.4
108446,9.2
108447,46.0
108448,46.0
108449,92.0
108450,9.6
108451,7.6
108452,8.5
108453,41.0
108454,38.0
108455,79.0
108456,19.0
108457,18.0
108458,18.4
108459,6.0
108460,7.0
108461,13.0
108462,13.4
108463,11.8
108464,12.5
108465,164.0
108466,177.0
108467,341.0
108468,12.5
108469,10.4
108470,11.3
108471,143.0
108472,142.0
108473,285.0
108474,26.4
108475,26.5
108476,26.5
108477,21.0
108478,35.0
108479,56.0
108480,13.4
108481,11.2
108482,12.2
108483,164.0
108484,168.0
108485,332.0
108486,12.4
108487,9.8
108488,11.0
108489,142.0
108490,134.0
108491,276.0
108492,27.4
108493,25.9
108494,26.5
108495,22.0
108496,34.0
108497,56.0
108498,13.4
108499,11.2
108500,12.2
108501,164.0
108502,168.0
108503,333.0
108504,12.4
108505,9.8
108506,11.0
108507,142.0
108508,134.0
108509,276.0
108510,27.4
108511,25.9
108512,26.5
108513,22.0
108514,34.0
108515,56.0
108516,5.3
108517,6.3
108518,5.8
108519,3879.0
108520,5216.0
108521,9095.0
108522,4.4
108523,5.2
108524,4.8
108525,2804.0
108526,3763.0
108527,6567.0
108528,10.7
108529,13.6
108530,12.2
108531,1075.0
108532,1453.0
108533,2528.0
108534,5.3
108535,5.6
108536,5.5
108537,3925.0
108538,4689.0
108539,8614.0
108540,4.4
108541,4.6
108542,4.5
108543,2793.0
108544,3298.0
108545,6091.0
108546,11.0
108547,12.6
108548,11.8
108549,1132.0
108550,1391.0
108551,2523.0
108552,11.2
108553,3226.0
108554,9.5
108555,2307.0
108556,20.0
108557,919.0
108558,10.3
108559,3013.0
108560,8.5
108561,2089.0
108562,19.0
108563,924.0
108564,10.3
108565,3014.0
108566,8.6
108567,2094.0
108568,18.8
108569,919.0
108570,5.2
108571,6.0
108572,5.6
108573,106.0
108574,136.0
108575,243.0
108576,5.0
108577,5.5
108578,5.2
108579,89.0
108580,109.0
108581,198.0
108582,6.7
108583,9.6
108584,8.2
108585,17.0
108586,27.0
108587,45.0
108588,5.3
108589,5.8
108590,5.5
108591,108.0
108592,133.0
108593,241.0
108594,4.9
108595,5.3
108596,5.1
108597,87.0
108598,107.0
108599,194.0
108600,7.9
108601,9.1
108602,8.5
108603,21.0
108604,26.0
108605,47.0
108606,5.3
108607,5.8
108608,5.5
108609,108.0
108610,133.0
108611,241.0
108612,4.9
108613,5.3
108614,5.1
108615,87.0
108616,107.0
108617,194.0
108618,7.9
108619,9.1
108620,8.5
108621,21.0
108622,26.0
108623,47.0
108624,8.2
108625,9.2
108626,8.7
108627,190.0
108628,247.0
108629,437.0
108630,7.1
108631,8.1
108632,7.7
108633,152.0
108634,201.0
108635,353.0
108636,20.1
108637,20.7
108638,20.4
108639,36.0
108640,46.0
108641,82.0
108642,8.2
108643,9.0
108644,8.6
108645,190.0
108646,241.0
108647,430.0
108648,7.1
108649,7.9
108650,7.5
108651,152.0
108652,194.0
108653,346.0
108654,19.9
108655,20.9
108656,20.4
108657,36.0
108658,48.0
108659,84.0
108660,8.2
108661,8.9
108662,8.6
108663,189.0
108664,241.0
108665,430.0
108666,7.1
108667,7.9
108668,7.5
108669,152.0
108670,194.0
108671,345.0
108672,19.9
108673,20.9
108674,20.5
108675,36.0
108676,48.0
108677,84.0
108678,9.8
108679,11.3
108680,10.6
108681,151.0
108682,199.0
108683,350.0
108684,9.1
108685,10.6
108686,9.9
108687,134.0
108688,174.0
108689,308.0
108690,22.9
108691,23.3
108692,23.2
108693,17.0
108694,25.0
108695,42.0
108696,9.2
108697,10.7
108698,10.0
108699,144.0
108700,191.0
108701,335.0
108702,8.5
108703,9.9
108704,9.3
108705,127.0
108706,165.0
108707,292.0
108708,21.5
108709,22.5
108710,22.1
108711,17.0
108712,26.0
108713,43.0
108714,9.1
108715,10.7
108716,10.0
108717,143.0
108718,191.0
108719,334.0
108720,8.5
108721,9.9
108722,9.3
108723,126.0
108724,165.0
108725,291.0
108726,21.1
108727,22.5
108728,21.9
108729,17.0
108730,26.0
108731,42.0
108732,4.5
108733,4.9
108734,4.7
108735,99.0
108736,124.0
108737,223.0
108738,4.2
108739,4.5
108740,4.3
108741,79.0
108742,99.0
108743,178.0
108744,6.3
108745,8.0
108746,7.2
108747,20.0
108748,25.0
108749,45.0
108750,4.4
108751,4.5
108752,4.5
108753,96.0
108754,115.0
108755,212.0
108756,4.0
108757,4.0
108758,4.0
108759,75.0
108760,88.0
108761,164.0
108762,6.6
108763,8.6
108764,7.6
108765,21.0
108766,27.0
108767,48.0
108768,4.6
108769,4.5
108770,4.5
108771,101.0
108772,115.0
108773,216.0
108774,4.0
108775,3.9
108776,4.0
108777,76.0
108778,88.0
108779,164.0
108780,8.0
108781,8.5
108782,8.2
108783,25.0
108784,27.0
108785,52.0
108786,17.3
108787,18.3
108788,17.8
108789,36.0
108790,40.0
108791,77.0
108792,15.4
108793,16.1
108794,15.8
108795,29.0
108796,32.0
108797,61.0
108798,32.7
108799,42.1
108800,37.0
108801,7.0
108802,8.0
108803,15.0
108804,16.0
108805,17.1
108806,16.5
108807,33.0
108808,38.0
108809,71.0
108810,13.9
108811,15.1
108812,14.5
108813,26.0
108814,30.0
108815,56.0
108816,32.0
108817,38.3
108818,34.9
108819,7.0
108820,7.0
108821,14.0
108822,15.9
108823,17.0
108824,16.5
108825,33.0
108826,37.0
108827,71.0
108828,13.9
108829,15.0
108830,14.5
108831,26.0
108832,30.0
108833,56.0
108834,31.9
108835,38.2
108836,34.8
108837,7.0
108838,7.0
108839,14.0
108840,6.7
108841,5.4
108842,6.0
108843,157.0
108844,159.0
108845,316.0
108846,6.3
108847,4.8
108848,5.5
108849,138.0
108850,131.0
108851,269.0
108852,13.0
108853,12.7
108854,12.8
108855,19.0
108856,27.0
108857,47.0
108858,6.8
108859,5.1
108860,5.9
108861,159.0
108862,152.0
108863,311.0
108864,6.3
108865,4.4
108866,5.3
108867,138.0
108868,122.0
108869,260.0
108870,14.1
108871,14.3
108872,14.2
108873,21.0
108874,31.0
108875,51.0
108876,6.8
108877,5.0
108878,5.8
108879,159.0
108880,149.0
108881,307.0
108882,6.3
108883,4.3
108884,5.2
108885,137.0
108886,118.0
108887,256.0
108888,14.4
108889,14.3
108890,14.4
108891,21.0
108892,30.0
108893,52.0
108894,4.3
108895,5.5
108896,4.9
108897,843.0
108898,1225.0
108899,2068.0
108900,4.1
108901,5.2
108902,4.7
108903,717.0
108904,1049.0
108905,1766.0
108906,6.2
108907,7.7
108908,7.0
108909,125.0
108910,176.0
108911,302.0
108912,4.4
108913,5.2
108914,4.8
108915,860.0
108916,1158.0
108917,2018.0
108918,4.2
108919,4.9
108920,4.5
108921,731.0
108922,982.0
108923,1713.0
108924,6.6
108925,7.8
108926,7.3
108927,129.0
108928,176.0
108929,305.0
108930,4.4
108931,5.2
108932,4.8
108933,860.0
108934,1158.0
108935,2018.0
108936,4.2
108937,4.9
108938,4.5
108939,731.0
108940,982.0
108941,1713.0
108942,6.6
108943,7.8
108944,7.3
108945,129.0
108946,176.0
108947,305.0
108948,6.8
108949,6.6
108950,6.7
108951,91.0
108952,101.0
108953,192.0
108954,6.0
108955,5.5
108956,5.7
108957,69.0
108958,72.0
108959,141.0
108960,11.2
108961,13.1
108962,12.1
108963,23.0
108964,27.0
108965,51.0
108966,6.7
108967,6.2
108968,6.5
108969,91.0
108970,95.0
108971,186.0
108972,6.0
108973,5.0
108974,5.5
108975,68.0
108976,66.0
108977,135.0
108978,11.1
108979,13.1
108980,12.2
108981,23.0
108982,27.0
108983,52.0
108984,6.6
108985,6.4
108986,6.5
108987,90.0
108988,99.0
108989,189.0
108990,5.8
108991,5.4
108992,5.6
108993,66.0
108994,71.0
108995,138.0
108996,11.1
108997,11.9
108998,11.6
108999,23.0
109000,27.0
109001,51.0
109002,5.6
109003,7.8
109004,6.8
109005,18.0
109006,27.0
109007,45.0
109008,5.4
109009,6.8
109010,6.1
109011,16.0
109012,21.0
109013,37.0
109014,8.6
109015,20.2
109016,14.7
109017,2.0
109018,6.0
109019,8.0
109020,5.6
109021,7.2
109022,6.4
109023,18.0
109024,25.0
109025,43.0
109026,5.4
109027,6.2
109028,5.8
109029,16.0
109030,20.0
109031,36.0
109032,8.3
109033,19.0
109034,13.9
109035,2.0
109036,6.0
109037,8.0
109038,5.6
109039,7.2
109040,6.4
109041,18.0
109042,25.0
109043,43.0
109044,5.4
109045,6.1
109046,5.8
109047,16.0
109048,19.0
109049,36.0
109050,8.3
109051,18.4
109052,13.6
109053,2.0
109054,5.0
109055,7.0
109056,24.9
109057,23.0
109058,23.9
109059,2632.0
109060,2832.0
109061,5464.0
109062,23.2
109063,21.0
109064,22.0
109065,2285.0
109066,2411.0
109067,4696.0
109068,49.9
109069,51.9
109070,51.0
109071,347.0
109072,421.0
109073,767.0
109074,24.5
109075,22.4
109076,23.4
109077,2592.0
109078,2774.0
109079,5367.0
109080,22.6
109081,20.3
109082,21.3
109083,2222.0
109084,2334.0
109085,4556.0
109086,50.1
109087,51.6
109088,50.9
109089,370.0
109090,440.0
109091,810.0
109092,24.5
109093,22.4
109094,23.4
109095,2595.0
109096,2773.0
109097,5368.0
109098,22.6
109099,20.3
109100,21.3
109101,2224.0
109102,2334.0
109103,4558.0
109104,50.1
109105,51.5
109106,50.8
109107,371.0
109108,439.0
109109,810.0
109110,7.6
109111,9.9
109112,8.8
109113,97.0
109114,133.0
109115,230.0
109116,6.6
109117,8.2
109118,7.4
109119,74.0
109120,100.0
109121,175.0
109122,15.2
109123,25.7
109124,20.0
109125,23.0
109126,33.0
109127,56.0
109128,8.5
109129,9.7
109130,9.1
109131,110.0
109132,134.0
109133,244.0
109134,6.9
109135,7.7
109136,7.3
109137,78.0
109138,94.0
109139,172.0
109140,19.0
109141,24.6
109142,21.7
109143,32.0
109144,40.0
109145,72.0
109146,8.5
109147,9.7
109148,9.1
109149,110.0
109150,134.0
109151,244.0
109152,6.9
109153,7.7
109154,7.3
109155,78.0
109156,94.0
109157,172.0
109158,19.0
109159,24.6
109160,21.7
109161,32.0
109162,40.0
109163,72.0
109164,10.5
109165,11.5
109166,11.0
109167,1481.0
109168,1756.0
109169,3237.0
109170,9.3
109171,9.7
109172,9.5
109173,1198.0
109174,1331.0
109175,2529.0
109176,23.1
109177,28.2
109178,25.9
109179,283.0
109180,425.0
109181,708.0
109182,10.0
109183,10.7
109184,10.4
109185,1415.0
109186,1635.0
109187,3050.0
109188,8.7
109189,9.0
109190,8.8
109191,1125.0
109192,1232.0
109193,2357.0
109194,23.0
109195,26.5
109196,24.9
109197,290.0
109198,403.0
109199,693.0
109200,10.0
109201,10.7
109202,10.4
109203,1418.0
109204,1635.0
109205,3053.0
109206,8.8
109207,9.0
109208,8.9
109209,1128.0
109210,1233.0
109211,2361.0
109212,23.0
109213,26.5
109214,24.9
109215,289.0
109216,402.0
109217,692.0
109218,18.7
109219,18.3
109220,18.5
109221,164.0
109222,186.0
109223,350.0
109224,16.3
109225,15.0
109226,15.6
109227,132.0
109228,138.0
109229,270.0
109230,45.7
109231,49.3
109232,47.8
109233,31.0
109234,48.0
109235,79.0
109236,17.1
109237,16.4
109238,16.7
109239,150.0
109240,167.0
109241,317.0
109242,15.0
109243,13.6
109244,14.2
109245,122.0
109246,125.0
109247,247.0
109248,43.8
109249,43.7
109250,43.8
109251,28.0
109252,42.0
109253,70.0
109254,17.1
109255,16.4
109256,16.7
109257,150.0
109258,167.0
109259,317.0
109260,15.0
109261,13.6
109262,14.2
109263,122.0
109264,125.0
109265,247.0
109266,43.8
109267,43.7
109268,43.7
109269,28.0
109270,42.0
109271,70.0
109272,7.7
109273,7.8
109274,7.7
109275,158.0
109276,188.0
109277,346.0
109278,7.0
109279,6.7
109280,6.8
109281,133.0
109282,148.0
109283,281.0
109284,17.1
109285,20.4
109286,19.0
109287,25.0
109288,39.0
109289,64.0
109290,7.6
109291,7.4
109292,7.5
109293,157.0
109294,180.0
109295,337.0
109296,6.8
109297,6.3
109298,6.6
109299,132.0
109300,142.0
109301,273.0
109302,17.3
109303,19.9
109304,18.8
109305,25.0
109306,39.0
109307,64.0
109308,7.6
109309,7.4
109310,7.5
109311,157.0
109312,179.0
109313,336.0
109314,6.8
109315,6.3
109316,6.5
109317,132.0
109318,140.0
109319,272.0
109320,17.6
109321,19.9
109322,18.9
109323,26.0
109324,38.0
109325,64.0
109326,9.3
109327,11.6
109328,10.6
109329,95.0
109330,142.0
109331,236.0
109332,8.5
109333,9.8
109334,9.2
109335,76.0
109336,106.0
109337,182.0
109338,15.9
109339,25.2
109340,21.0
109341,19.0
109342,36.0
109343,55.0
109344,9.6
109345,11.7
109346,10.8
109347,98.0
109348,145.0
109349,243.0
109350,8.4
109351,9.7
109352,9.1
109353,75.0
109354,106.0
109355,181.0
109356,17.8
109357,26.1
109358,22.3
109359,23.0
109360,40.0
109361,62.0
109362,9.6
109363,11.6
109364,10.7
109365,98.0
109366,143.0
109367,241.0
109368,8.5
109369,9.7
109370,9.1
109371,76.0
109372,105.0
109373,181.0
109374,17.3
109375,25.3
109376,21.6
109377,22.0
109378,38.0
109379,60.0
109380,4.6
109381,4.1
109382,4.3
109383,4.0
109384,4.0
109385,8.0
109386,4.3
109387,3.1
109388,3.7
109389,3.0
109390,3.0
109391,6.0
109392,5.8
109393,10.1
109394,7.9
109395,1.0
109396,1.0
109397,2.0
109398,4.5
109399,4.3
109400,4.4
109401,4.0
109402,4.0
109403,8.0
109404,3.9
109405,2.9
109406,3.4
109407,3.0
109408,2.0
109409,5.0
109410,6.8
109411,11.3
109412,9.1
109413,1.0
109414,2.0
109415,3.0
109416,4.5
109417,4.3
109418,4.4
109419,4.0
109420,4.0
109421,8.0
109422,3.9
109423,2.9
109424,3.4
109425,3.0
109426,2.0
109427,5.0
109428,6.8
109429,11.3
109430,9.1
109431,1.0
109432,2.0
109433,3.0
109434,13.5
109435,12.2
109436,12.8
109437,1461.0
109438,1782.0
109439,3243.0
109440,11.6
109441,10.4
109442,10.9
109443,1177.0
109444,1435.0
109445,2613.0
109446,48.9
109447,42.1
109448,43.5
109449,309.0
109450,380.0
109451,667.0
109452,13.2
109453,11.7
109454,12.3
109455,1421.0
109456,1711.0
109457,3132.0
109458,11.3
109459,9.8
109460,10.4
109461,1146.0
109462,1354.0
109463,2500.0
109464,45.2
109465,40.0
109466,41.4
109467,289.0
109468,368.0
109469,650.0
109488,3.2
109489,3.8
109490,3.5
109491,900.0
109492,1430.0
109493,2330.0
109494,2.9
109495,3.6
109496,3.3
109497,740.0
109498,1270.0
109499,2010.0
109500,6.6
109501,6.4
109502,6.5
109503,160.0
109504,160.0
109505,320.0
109506,3.3
109507,3.8
109508,3.6
109509,940.0
109510,1420.0
109511,2360.0
109512,6.9
109513,9.1
109514,11.6
109515,10.3
109516,66.0
109517,84.0
109518,150.0
109519,8.5
109520,10.4
109521,9.4
109522,58.0
109523,68.0
109524,125.0
109525,16.6
109526,22.6
109527,20.1
109528,9.0
109529,16.0
109530,25.0
109531,8.5
109532,10.6
109533,9.6
109534,63.0
109535,78.0
109536,141.0
109537,7.8
109538,9.6
109539,8.7
109540,53.0
109541,63.0
109542,117.0
109543,17.3
109544,20.1
109545,18.9
109546,9.0
109547,15.0
109548,24.0
109549,8.5
109550,10.9
109551,9.7
109552,63.0
109553,80.0
109554,142.0
109555,7.8
109556,9.9
109557,8.8
109558,53.0
109559,65.0
109560,118.0
109561,17.0
109562,19.8
109563,18.6
109564,9.0
109565,15.0
109566,24.0
109567,7.2
109568,6.1
109569,6.6
109570,9.0
109571,9.0
109572,18.0
109573,6.5
109574,4.7
109575,5.5
109576,7.0
109577,7.0
109578,14.0
109579,14.4
109580,22.1
109581,18.4
109582,2.0
109583,3.0
109584,4.0
109585,7.1
109586,5.6
109587,6.3
109588,9.0
109589,8.0
109590,17.0
109591,6.4
109592,4.4
109593,5.3
109594,7.0
109595,6.0
109596,13.0
109597,15.4
109598,21.2
109599,18.5
109600,1.0
109601,2.0
109602,4.0
109603,7.1
109604,5.6
109605,6.3
109606,9.0
109607,8.0
109608,17.0
109609,6.4
109610,4.4
109611,5.3
109612,7.0
109613,6.0
109614,13.0
109615,15.4
109616,21.2
109617,18.6
109618,1.0
109619,2.0
109620,4.0
109621,9.6
109622,10.2
109623,9.9
109624,47.0
109625,50.0
109626,97.0
109627,9.0
109628,10.1
109629,9.5
109630,40.0
109631,45.0
109632,86.0
109633,17.3
109634,11.3
109635,14.1
109636,7.0
109637,5.0
109638,12.0
109639,9.3
109640,10.0
109641,9.7
109642,46.0
109643,50.0
109644,96.0
109645,8.6
109646,9.7
109647,9.1
109648,39.0
109649,44.0
109650,82.0
109651,18.2
109652,13.3
109653,15.5
109654,7.0
109655,6.0
109656,13.0
109657,9.3
109658,10.0
109659,9.7
109660,46.0
109661,50.0
109662,96.0
109663,8.6
109664,9.7
109665,9.1
109666,39.0
109667,44.0
109668,83.0
109669,18.3
109670,13.3
109671,15.6
109672,7.0
109673,6.0
109674,13.0
109675,5.1
109676,5.7
109677,5.5
109678,4.0
109679,7.0
109680,11.0
109681,5.0
109682,4.9
109683,4.9
109684,3.0
109685,5.0
109686,9.0
109687,5.7
109688,11.2
109689,8.8
109690,1.0
109691,2.0
109692,2.0
109693,5.1
109694,5.7
109695,5.5
109696,4.0
109697,7.0
109698,11.0
109699,4.5
109700,4.9
109701,4.8
109702,3.0
109703,5.0
109704,8.0
109705,7.9
109706,11.6
109707,9.9
109708,1.0
109709,2.0
109710,3.0
109711,5.1
109712,5.9
109713,5.6
109714,4.0
109715,7.0
109716,11.0
109717,4.5
109718,4.9
109719,4.8
109720,3.0
109721,5.0
109722,8.0
109723,7.8
109724,12.8
109725,10.5
109726,1.0
109727,2.0
109728,3.0
109729,7.9
109730,7.3
109731,7.6
109732,327.0
109733,347.0
109734,674.0
109735,7.0
109736,6.4
109737,6.7
109738,241.0
109739,260.0
109740,501.0
109741,12.5
109742,12.5
109743,12.5
109744,86.0
109745,87.0
109746,173.0
109747,7.6
109748,6.9
109749,7.2
109750,313.0
109751,332.0
109752,645.0
109753,6.7
109754,6.2
109755,6.4
109756,229.0
109757,252.0
109758,481.0
109759,11.9
109760,11.5
109761,11.7
109762,84.0
109763,81.0
109764,164.0
109765,7.6
109766,6.9
109767,7.2
109768,313.0
109769,332.0
109770,645.0
109771,6.7
109772,6.2
109773,6.4
109774,229.0
109775,252.0
109776,481.0
109777,11.9
109778,11.5
109779,11.7
109780,84.0
109781,81.0
109782,164.0
109783,3.6
109784,4.5
109785,4.1
109786,46.0
109787,66.0
109788,111.0
109789,3.0
109790,3.7
109791,3.4
109792,33.0
109793,47.0
109794,80.0
109795,7.1
109796,10.0
109797,8.6
109798,13.0
109799,19.0
109800,32.0
109801,3.8
109802,4.4
109803,4.1
109804,49.0
109805,65.0
109806,114.0
109807,3.1
109808,3.5
109809,3.3
109810,34.0
109811,45.0
109812,79.0
109813,8.1
109814,10.3
109815,9.2
109816,15.0
109817,20.0
109818,35.0
109819,3.7
109820,4.3
109821,4.1
109822,48.0
109823,63.0
109824,111.0
109825,3.0
109826,3.4
109827,3.2
109828,33.0
109829,44.0
109830,77.0
109831,8.2
109832,10.3
109833,9.3
109834,15.0
109835,20.0
109836,35.0
109837,9.1
109838,8.5
109839,8.8
109840,708.0
109841,813.0
109842,1521.0
109843,7.9
109844,7.2
109845,7.5
109846,572.0
109847,623.0
109848,1195.0
109849,24.3
109850,23.1
109851,23.6
109852,135.0
109853,190.0
109854,326.0
109855,8.6
109856,7.9
109857,8.2
109858,672.0
109859,752.0
109860,1425.0
109861,7.5
109862,6.6
109863,7.0
109864,545.0
109865,574.0
109866,1119.0
109867,22.7
109868,21.5
109869,22.0
109870,128.0
109871,178.0
109872,305.0
109873,8.6
109874,7.9
109875,8.2
109876,672.0
109877,752.0
109878,1424.0
109879,7.5
109880,6.6
109881,7.0
109882,545.0
109883,574.0
109884,1119.0
109885,22.7
109886,21.5
109887,22.0
109888,127.0
109889,178.0
109890,305.0
109891,14.3
109892,13.8
109893,14.1
109894,360.0
109895,359.0
109896,719.0
109897,12.4
109898,12.4
109899,12.4
109900,289.0
109901,297.0
109902,586.0
109903,38.5
109904,32.6
109905,35.5
109906,71.0
109907,62.0
109908,132.0
109909,14.0
109910,13.3
109911,13.6
109912,352.0
109913,347.0
109914,699.0
109915,12.1
109916,11.9
109917,12.0
109918,283.0
109919,286.0
109920,569.0
109921,37.7
109922,31.8
109923,34.7
109924,69.0
109925,61.0
109926,130.0
109927,14.0
109928,13.2
109929,13.6
109930,353.0
109931,343.0
109932,696.0
109933,12.2
109934,11.7
109935,12.0
109936,285.0
109937,283.0
109938,568.0
109939,37.2
109940,31.1
109941,34.1
109942,68.0
109943,59.0
109944,128.0
109945,6.3
109946,8.5
109947,7.5
109948,233.0
109949,422.0
109950,655.0
109951,5.0
109952,6.9
109953,6.1
109954,170.0
109955,317.0
109956,487.0
109957,23.6
109958,25.4
109959,24.7
109960,63.0
109961,104.0
109962,167.0
109963,6.2
109964,7.7
109965,7.1
109966,241.0
109967,402.0
109968,642.0
109969,4.8
109970,6.2
109971,5.6
109972,173.0
109973,298.0
109974,471.0
109975,23.6
109976,23.7
109977,23.6
109978,68.0
109979,102.0
109980,170.0
109981,6.1
109982,7.5
109983,6.9
109984,241.0
109985,393.0
109986,634.0
109987,4.7
109988,6.2
109989,5.5
109990,173.0
109991,297.0
109992,470.0
109993,23.8
109994,22.6
109995,23.1
109996,67.0
109997,96.0
109998,163.0
109999,8.3
110000,8.4
110001,8.4
110002,203.0
110003,227.0
110004,430.0
110005,6.5
110006,6.5
110007,6.5
110008,140.0
110009,157.0
110010,297.0
110011,21.5
110012,22.9
110013,22.2
110014,63.0
110015,70.0
110016,133.0
110017,7.8
110018,7.8
110019,7.8
110020,193.0
110021,215.0
110022,409.0
110023,6.0
110024,5.8
110025,5.9
110026,130.0
110027,140.0
110028,270.0
110029,20.0
110030,22.8
110031,21.4
110032,64.0
110033,76.0
110034,139.0
110035,7.6
110036,7.9
110037,7.8
110038,189.0
110039,217.0
110040,406.0
110041,5.6
110042,5.8
110043,5.7
110044,121.0
110045,140.0
110046,262.0
110047,20.8
110048,22.9
110049,21.9
